id,text
5516,of course. he stops the fastest cars.
5517,my friend got a ticket for doing 75.
5518,your friend was unlucky.
5519,how often do i have to do that?
5520,once every two months.
5521,that's a lot.
5522,what do you mean?
5523,that's six times a year!
5524,"yes, and it takes about five minutes each time."
5525,i'll try.
5526,check your tires or you'll get a flat.
5527,oh. that's not good.
5528,"no, it isn't. a flat costs you time and money."
5529,and i don't have either.
5530,i'm in a hurry.
5531,don't ever be in a hurry.
5532,it's not my fault. you didn't wake me up.
5533,that's not my fault. you didn't tell me to wake you up.
5534,"well, i meant to."
5535,don't ever be in a hurry when you're driving.
5536,why not?
5537,because you'll have an accident. most accidents are because people are in a hurry.
5538,how do you know that?
5539,i read a lot.
5540,i thought drunks caused most accidents.
5541,where are we going?
5542,into the mountains.
5543,that sounds nice.
5544,i want to show you my new car.
5545,you bought a new car?
5546,yes. i bought a cadillac.
5547,a luxury car.
5548,luxury plus speed.
5549,what are we waiting for?
5550,let me get the keys.
5551,let me get my camera.
5552,why didn't you go before we left?
5553,"i did, but i have to go again."
5554,"well, hold on a little longer."
5555,i think i'm going to explode.
5556,just hold on.
5557,oh! don't hit any more bumps!
5558,we'll be at mcdonald's in just a few minutes.
5559,i hope they are fast minutes.
5560,think about something else. think about a hamburger.
5561,"i'm thinking, but i still have to go."
5562,it's the next exit. hold on!
5563,what do you mean?
5564,the car isn't here.
5565,where did you park it?
5566,i parked it right here.
5567,are you sure?
5568,yes. i remember this big tree.
5569,maybe it's the wrong tree.
5570,"no, this is the tree."
5571,did someone steal it?
5572,i sure hope not.
5573,maybe they towed it away.
5574,i'd rather not.
5575,it gets worse every year.
5576,why are you complaining? we're going almost 20 miles an hour.
5577,the speed limit is 65!
5578,"well, that's between 2:00 and 4:00 a.m."
5579,where are all these people going?
5580,they're all asking the same question.
5581,when are they going to fix this problem?
5582,they said they need more money.
5583,they always need more money.
5584,it'll get worse before it gets better.
5585,"yes, he went through the red light."
5586,can we call the police?
5587,"no, the police don't care."
5588,why not?
5589,they have to see it happen.
5590,they don't believe us?
5591,no. they can only give a ticket if they see it happen.
5592,"so, what do we do?"
5593,we don't do anything.
5594,maybe we should honk the horn next time.
5595,the driver will just honk back at us.
5596,why don't you wash it?
5597,that's what i'm going to do.
5598,are you going to wash it yourself?
5599,of course. it's not a hard job.
5600,i'll help you.
5601,"okay, i'll get a bucket."
5602,i'll rinse the car first.
5603,then we can scrub it with a wet sponge and soap.
5604,"after that, we can dry it with a towel."
5605,then it will look like new
5606,and you save $10.
5607,paper is flying everywhere.
5608,this wind is dangerous for drivers.
5609,especially for drivers of big trucks.
5610,the wind blows those trucks over.
5611,"it blows trees over, too."
5612,a tree fell onto my dad's car.
5613,was there much damage?
5614,my dad had to buy a new car.
5615,wow! that's terrible.
5616,never park your car under a tree.
5617,"the wind will get you, or the birds will get you."
5618,we'll stop at the next mcdonald's.
5619,how far away is that?
5620,i think we'll be there in half an hour.
5621,i hope so. i have to go to the bathroom.
5622,"well, i can always pull over."
5623,"no, thank you, i'll just wait."
5624,we can kill two birds with one stone.
5625,what do you mean?
5626,"while you're using the bathroom, i'll order some food."
5627,don't order for me. i'm not hungry.
5628,"i'm very hungry. i'll order for you, and then i'll eat yours."
5629,look how many cars are waiting in line.
5630,they need a left-turn arrow.
5631,only two cars can make a left turn every three or four minutes.
5632,we'll be here forever.
5633,get out of this lane.
5634,but we need to turn left.
5635,forget it. go straight.
5636,then what?
5637,then we'll just make a u-turn.
5638,and then we can turn right at the light.
5639,good idea. it will be so much quicker.
5640,how much money do you have?
5641,"$1,000.00†"
5642,"well, that should get you something."
5643,but i need something that's reliable.
5644,you need a car with low mileage.
5645,a car that was owned by a little old lady.
5646,where have you looked?
5647,i haven't looked anywhere yet.
5648,why not?
5649,because i'll never find one for such a low price.
5650,you're right about that. keep saving your money.
5651,"your driver's license and registration, please."
5652,here you go.
5653,do you know why i pulled you over?
5654,i have no idea. all of a sudden i heard your siren.
5655,you rolled through that stop sign back there.
5656,but i stopped!
5657,"no, you didn't. you slowed down, but you didn't come to a full stop."
5658,"well, nobody else does, so why should i?"
5659,that's not the attitude of a good driver.
5660,but i am a good driver. i've never had a ticket in my life.
5661,"well, you've got one now. here. have a nice day."
5662,what are you talking about?
5663,i got a ticket downtown for $140.
5664,were you speeding?
5665,"no, i was crossing the street."
5666,were you jaywalking?
5667,"no, i was in the crosswalk."
5668,so why did you get a ticket?
5669,the officer said the red hand was blinking.
5670,was it blinking when you entered the crosswalk?
5671,"no, the white walk sign was blinking."
5672,you should fight that ticket. i'll be your witness.
5673,who?
5674,two students from usc.
5675,what happened?
5676,"a speeding car ran a red light, killing the girl."
5677,what happened to the other student?
5678,he landed on the hood of the car.
5679,did he get off the hood?
5680,"no, the car stopped and the passenger pushed the injured student off the hood."
5681,i'll bet the car continued on its way.
5682,of course it did. why stop after you've run over two people?
5683,i hope they find them and put them in jail for life.
5684,i got a dent in the parking lot.
5685,how did you get it?
5686,i don't know. maybe it was from a shopping cart.
5687,those shopping carts are dangerous.
5688,especially the metal ones.
5689,i don't park at a store that uses metal shopping carts.
5690,"that's a good idea, but there was a good sale at this store."
5691,did you save any money on the sale?
5692,"yes, i did. i saved about $50."
5693,that's great.
5694,"yes, except this dent will cost about $150."
5695,yes. it is a great movie.
5696,i saw it twelve times.
5697,i saw it eight times.
5698,i have the dvd.
5699,so do i.
5700,let's go to your home.
5701,we can watch my dvd.
5702,and then we can go to my home.
5703,and watch your dvd.
5704,i always cry at the end.
5705,me too. it's so sad.
5706,i don't know any card games.
5707,i'll teach you one.
5708,okay. what will you teach me?
5709,it's called poker.
5710,is it easy to learn?
5711,"yes, it will only take about 30 minutes."
5712,okay. teach me how to play.
5713,we each get five cards.
5714,"oh, look. i have four tens."
5715,"that's great, but you're not supposed to tell me."
5716,"oh. sorry. okay, i don't have four tens."
5717,why is that?
5718,because i watch the other players.
5719,what do you mean?
5720,people will tell you if they have a good hand.
5721,how do they do that?
5722,"for example, a friend of mine licks his lips."
5723,"when he licks his lips, you know he has a good hand?"
5724,"i know he has a good hand, so i don't bet."
5725,he never wins your money?
5726,"nope, and it drives him crazy."
5727,he knows you can't read his mind. maybe he thinks you're cheating.
5728,but i'm listening to it.
5729,"well, listen to it more quietly."
5730,i can't wait till i grow up.
5731,what will you do?
5732,i will play the radio as loud as i want.
5733,that's okay with me.
5734,i will have a radio in every room of my house.
5735,remind me to never visit you.
5736,all the radios will be on extra loud.
5737,your neighbors will hate you.
5738,"if they don't like it, they can move."
5739,your chances are very small.
5740,but you can't win if you don't play.
5741,ha! you can't win if you do play.
5742,someone has to win.
5743,that's what everyone says.
5744,it might as well be me.
5745,that's what everyone says.
5746,you're trying to tell me something.
5747,that didn't take long.
5748,you think i should quit playing.
5749,save your money for school.
5750,nothing much.
5751,what about the baseball game?
5752,it got rained out.
5753,rained out?
5754,"yes, rained out."
5755,how could that be?
5756,"well, you can't play baseball in a rainstorm."
5757,i thought they were playing under a dome.
5758,the dome doesn't close.
5759,why doesn't it close?
5760,who knows? they said they'll fix it before next season.
5761,sure. here you go.
5762,"hmm, that's not bad."
5763,there's nothing in it.
5764,what do you mean?
5765,"i mean, it's just coffee."
5766,i figured that.
5767,it's not too bitter for you?
5768,"it's a little bitter, but it's okay."
5769,there's no sugar or cream in it.
5770,"no, it's a taste you have to get used to."
5771,sort of like beer.
5772,what's the weather like?
5773,let me step outside and see.
5774,"it's a little chilly, right?"
5775,"yes, it is."
5776,i'll put on my cap.
5777,"wear a jacket, too."
5778,i wonder if i should bring my gloves.
5779,"maybe you should, just in case it gets colder."
5780,i'll put a glove in each pocket.
5781,we'll get warmer as we walk.
5782,"yes, but it gets colder as the sun goes down."
5783,that driver is crazy.
5784,i can't believe he hasn't crashed.
5785,how fast is he going?
5786,they say he's going 80 miles per hour.
5787,he's going to kill someone.
5788,look! he just hit that car.
5789,"oh, my goodness. no one is safe on the streets."
5790,now he's slowing down.
5791,maybe he ran out of gas.
5792,look! he just got out of the car and started running.
5793,i hope the police catch him.
5794,they shouldn't even call it news.
5795,last night they told us about a cat in a sofa.
5796,yesterday they told us about a dog in a pipe.
5797,last week they told us about a bear in a back yard.
5798,last month they told us about a mouse in a restaurant.
5799,the weatherman tells us the temperature in every town.
5800,the sports guy shows us players fighting.
5801,"they always tell us ""what's next."""
5802,"they always make ""what's next"" sound exciting, but it never is."
5803,it's more like news for kids.
5804,they should have kid reporters.
5805,computers are so cool.
5806,i love to go online.
5807,the internet is amazing.
5808,you can travel all over the world.
5809,i know. i went to china yesterday.
5810,what did you do?
5811,i stood on the great wall and looked all around.
5812,what was it like?
5813,it was like the real thing.
5814,it was like being there?
5815,"yes, i felt like i was actually there."
5816,they are the best musical group ever.
5817,i love all their songs.
5818,i don't know which one i like the best.
5819,i like the ones i can sing along with.
5820,"so do i, like ""she loves you."""
5821,"""she loves you, yeah, yeah, yeah!..."""
5822,"""√Ç‚Ä¶and you know you should be glad!"""
5823,what a great song.
5824,"how about ""let it be?"""
5825,"oh, yes! ""let it be, let it be√Ç‚Ä¶"""
5826,"""√Ç‚Ä¶there will be an answer, let it be!"""
5827,i'd rather not.
5828,why not?
5829,you know i don't like crowds.
5830,let's go to an early movie.
5831,"okay, that won't be very crowded."
5832,what would you like to see?
5833,"oh, i don't care. you're the one who wants to go out."
5834,"well, i want to see ""the pursuit of happyness."""
5835,what have you heard about it?
5836,it's based on a true story about a divorced man and his young son.
5837,"well, i hope it has a happy ending."
5838,i like to watch people.
5839,that's your favorite thing to do?
5840,"well, it's one of them."
5841,where do you go to watch people?
5842,my girlfriend and i sit outside starbucks.
5843,that sounds like a good spot.
5844,we watch people walk by with their dogs.
5845,i guess you see lots of different dogs.
5846,we don't even know what kind most of them are.
5847,"there are lots of different kinds, but they all have one thing in common."
5848,"yes, they love to sniff each other when they meet."
5849,"yes, he was on the tv news today."
5850,every easter sunday he gives away money.
5851,is it his money?
5852,no. movie stars give him money to give to homeless people.
5853,how much money does he give away?
5854,"this year he gave away $15,000."
5855,that's a lot of money.
5856,he gave $100 to people in wheelchairs.
5857,what about the other homeless people?
5858,they got $1 each.
5859,people stood in line just to get one dollar?!
5860,even though they're in black and white.
5861,a good story is more important than color.
5862,actors didn't curse back then.
5863,and there was no violence.
5864,people today don't like that.
5865,"no, today people like lots of action."
5866,i like a good story.
5867,i like to see actors who are like real people.
5868,like real people with real problems.
5869,they still make movies like that.
5870,"yes, but they never make much money."
5871,"yes, everybody gets the public broadcasting system."
5872,it puts me to sleep.
5873,tell me about it.
5874,a gardening show follows a knitting show.
5875,a cooking show follows a sewing show.
5876,a travel show follows another travel show.
5877,i'll say! i've gone around the world a dozen times already!
5878,now they're adding old tv shows to the old movies.
5879,i sure would like to see something interesting for a change.
5880,"if more people donate money, pbs could offer new shows."
5881,who wants to donate? public tv should be free.
5882,is that a tv show?
5883,yes. it's on every afternoon.
5884,what's so good about it?
5885,they have interesting lawsuits.
5886,such as?
5887,"yesterday, a woman complained about a cell phone she bought on ebay."
5888,was something wrong with the phone?
5889,it works only in canada.
5890,did the seller know that?
5891,"yes, and he didn't tell the buyer."
5892,i hope judge judy made the seller take the phone back.
5893,"yes, but she looks like a man."
5894,what difference does it make?
5895,female singers are supposed to be pretty.
5896,singers are supposed to sound good.
5897,"they should look good, too."
5898,there are lots of ugly men singers.
5899,men singers don't have to look good.
5900,then neither do women singers.
5901,"well, i would never buy her cd."
5902,but you would buy her cd if she was pretty?
5903,yes. i would buy all of her cds.
5904,"yes, that will occur next month."
5905,most of them are already broadcasting in digital.
5906,the digital signal is very clear.
5907,"oh, no, it isn't!"
5908,what do you mean?
5909,i can't get a single channel.
5910,do you have a digital tv?
5911,of course. but i don't have cable.
5912,"you don't need to have cable, but you do need a good antenna."
5913,but i have rabbit ears.
5914,rabbit ears aren't strong enough. buy a digital antenna.
5915,"oh, really?"
5916,are you interested?
5917,maybe. what is she like?
5918,she's got a great personality.
5919,uh-oh. that means that she's fat and ugly.
5920,she's cute.
5921,"okay, so she's not ugly; she's just fat."
5922,she weighs 98 pounds.
5923,"okay, she's not fat. so what's the problem with her?"
5924,who said there is a problem with her?
5925,the problem is she has no problems√Ç‚Äîshe's too good for me!
5926,thank you.
5927,would you have dinner with me?
5928,i would like to.
5929,can i pick you up friday night?
5930,what time?
5931,eight o'clock.
5932,that sounds great.
5933,we'll go to a french restaurant.
5934,i've never been to a french restaurant.
5935,i think you'll love the food.
5936,i'm not going to eat any snails!
5937,thank you. so do you.
5938,i wish my eyes were blue.
5939,what's the matter with green eyes?
5940,"nothing, except my favorite color is blue."
5941,maybe in your next life you'll have blue eyes.
5942,but what if i'm a fish in my next life?
5943,i think some fish have blue eyes.
5944,i hope i don't come back as a fish.
5945,i hope i come back as a cat.
5946,cats have beautiful eyes.
5947,i would love to have blue cat-eyes.
5948,"i love you, too."
5949,i loved you the first day i saw you.
5950,it was love at first sight?
5951,"yes, it was love at first sight."
5952,i didn't love you at first.
5953,i know. i had to chase you for a while.
5954,"yes, you chased me and then you caught me."
5955,now you're mine forever.
5956,and you're mine forever.
5957,we'll grow old together.
5958,and be happy together.
5959,have you told her?
5960,of course not.
5961,why not?
5962,she would laugh at me.
5963,how do you know?
5964,because they always do.
5965,maybe she's different.
5966,they're all the same.
5967,just ask her out to dinner.
5968,and then what?
5969,and then she'll know that you like her.
5970,i'm not in the mood.
5971,what's the matter?
5972,i saw you looking at that woman.
5973,what woman?
5974,"you know, that woman with the big boobs."
5975,i was not looking at her.
5976,"you were, too."
5977,i'm not interested in her.
5978,then why were you looking at her?
5979,i was looking at something else.
5980,"oh, really? then spend tonight looking at the sofa."
5981,you must be joking.
5982,"no, i'm serious."
5983,i don't want to date a blind woman.
5984,a blind date doesn't mean that she is blind!
5985,what does it mean?
5986,a blind date is a date with someone you don't know.
5987,why would i date someone i don't even know?
5988,to try something new and exciting.
5989,what if i don't like her?
5990,then you don't date her again.
5991,really? who with?
5992,a girl i met at the market.
5993,you met a girl at the supermarket?
5994,she was standing behind me in a really slow line at the checkout counter.
5995,what did you say to her?
5996,"i had two pineapples in my cart, and she asked where i had found them."
5997,she asked you about your pineapples?
5998,"i told her i had gotten the last two on the shelf, but i offered her one of mine."
5999,that was nice of you.
6000,"she asked me how she could return the favor, so i asked her out."
6001,sometimes a slow line can be a good thing.
6002,"yes, in fact, i did."
6003,who did you go out with?
6004,a man i met in a coffee shop.
6005,where did you go?
6006,we went to a nice restaurant.
6007,anywhere else?
6008,then we went to a jazz club.
6009,that sounds like a nice date.
6010,"yes, it was pleasant."
6011,but you won't date him again?
6012,"no. he was nice, but there was no chemistry."
6013,what happened?
6014,"first of all, he was half an hour late."
6015,that's not a good start.
6016,then he didn't bother to apologize.
6017,that's rude.
6018,then he drove too fast to the restaurant.
6019,that's dangerous.
6020,i thought about getting out and taking a taxi home.
6021,what happened at the restaurant?
6022,"we had a $40 meal, and he left a $1 tip!"
6023,i guess you can't go back to that restaurant.
6024,why not?
6025,he's a dirty old man.
6026,what do you mean?
6027,"he's old enough to be my father, yet he asked me out."
6028,"well, you can't blame a man for asking."
6029,he should act his age.
6030,but a lot of old people are still interested in dating.
6031,they should find a nice hobby.
6032,just wait until you're 50 years old.
6033,dating will be the furthest thing from my mind.
6034,that's what you say now. wait till you're 50.
6035,sometimes.
6036,what does she do?
6037,"just yesterday, i told her i wouldn't trade her for all the money in the world."
6038,that was a nice thing to say.
6039,that's what i thought.
6040,what did she say?
6041,she laughed! she didn't believe me.
6042,that wasn't very nice of her.
6043,she said that nothing is more important to me than money.
6044,what did you say?
6045,i told her i wouldn't trade her for any other woman in the world.
6046,i wish i had a good nose. mine is way too big.
6047,i don't mean good-looking. i mean good-smelling.
6048,oh. but that can be a curse.
6049,"yes, because you can be too sensitive to odors."
6050,i'll say. my girlfriend has a nose like a drug dog.
6051,did she catch you using drugs?
6052,sort of. she knows whenever i sneak a cigarette.
6053,you don't need a good nose for that√Ç‚Äîcigarettes stink.
6054,"but when i sneak just one cigarette in the morning, she can smell it that evening!"
6055,"boy, that is a good nose."
6056,i told her she should apply for a job at customs.
6057,that sounds like fun.
6058,where do you want to go?
6059,let me think a minute.
6060,i feel like chinese.
6061,that sounds delicious.
6062,i know a good chinese restaurant.
6063,how far away is it?
6064,it's only 10 minutes from here.
6065,do we need reservations?
6066,"oh, no. we can walk right in."
6067,let's go now. i'm hungry!
6068,"this is a popular restaurant, isn't it?"
6069,"yes, but it isn't a fast-food restaurant, is it?"
6070,it's the slowest hamburger in town.
6071,that's because they cook it while you wait.
6072,yes. that's why it's also the best hamburger in town.
6073,a great burger and great service.
6074,"yes, the workers are very polite."
6075,and they're clean.
6076,i've been coming here for years.
6077,me too.
6078,excuse me. they just called my number.
6079,thank you.
6080,what kind of soup was that?
6081,it was tomato soup.
6082,that tasted so good.
6083,i put lemon and butter in it.
6084,"the sandwich was good, too."
6085,everyone likes bacon and tomato sandwiches.
6086,especially on toast.
6087,"and the pickles were great, too."
6088,tomorrow we'll have rice and fish for lunch.
6089,i can't wait.
6090,what's the matter?
6091,this steak has too much fat.
6092,what do you want the waiter to do?
6093,bring me a better steak.
6094,i wouldn't do that.
6095,why not?
6096,"they will drop the new steak on the floor, step on it, and then spit on it."
6097,you're crazy.
6098,then the waiter will give you a big smile as he brings you the new steak.
6099,where do you get these crazy ideas?
6100,i used to cook in a restaurant!
6101,but we just got here.
6102,did you see the waiter's hands?
6103,no.
6104,he had dirty fingernails.
6105,really?
6106,his nails were black!
6107,that's disgusting.
6108,and he poured water into our glasses.
6109,yuck! no water for me.
6110,"i wonder if the cooks' nails are dirty, too."
6111,who cares? let's get out of here.
6112,i like this restaurant because they give you free bread.
6113,"well, i think we are paying for it."
6114,no. look at the bill when we get it. there's no charge for the bread.
6115,"it is delicious, especially with butter."
6116,i think we should just leave after we fill up on the bread.
6117,they probably wouldn't like that.
6118,i'm eating so much bread that i'm getting full.
6119,then stop eating the bread!
6120,"okay, just one more piece. pass the butter, please."
6121,"if i owned a restaurant, i would never serve hot bread before the main course."
6122,that's terrible. i would never go to your restaurant.
6123,"well, the tables and chairs look okay."
6124,"okay, let's sit down."
6125,check out the silverware.
6126,it passes inspection.
6127,here comes the waiter. see if his hands and nails are clean.
6128,"well, the waiter looked clean, so i guess it's okay to eat here."
6129,you're forgetting about the bathroom.
6130,i'm going to just hope that the bathroom is clean.
6131,you're not going to examine it before we order dinner?
6132,"no, i'd rather not find out that it's dirty, because i'm pretty hungry right now."
6133,"me, too. let's forget about germs and focus on food."
6134,here he comes now.
6135,we've been sitting here for almost 10 minutes.
6136,"oops, i guess i was wrong. that isn't our waiter."
6137,"we can give him five more minutes, and then leave."
6138,i'll go up front and talk to the manager.
6139,that's a good idea.
6140,maybe they'll give us free drinks for waiting so long.
6141,maybe he'll send us our waiter immediately.
6142,"every time we eat out, it's an adventure."
6143,"last time, we got seats next to the kitchen."
6144,we'll never go there again.
6145,"no, it's too close to the kitchen door."
6146,how about this table?
6147,"no, it's too close to the front door."
6148,this looks like a nice table.
6149,"no, it's too close to the salad bar."
6150,"okay, i give up."
6151,"well, there is one good table."
6152,great. which one?
6153,that one. a group of eight just sat down at it.
6154,what is it this time?
6155,an andy warhol drawing.
6156,he's a famous artist.
6157,he drew two butterflies and a flower on a napkin in a restaurant.
6158,did he sign it?
6159,yes.
6160,is it beautiful?
6161,it's just black ink on a white napkin. and the napkin has food stains!
6162,so it's not worth much?
6163,"only about $30,000."
6164,"without the food stains, it would probably be worth more."
6165,of course.
6166,i love baseball.
6167,so do i.
6168,i love to eat the peanuts.
6169,i love to eat the hot dogs.
6170,i hope we'll see a home run.
6171,i hope we'll catch a foul ball.
6172,bring a jacket.
6173,yes. it gets a little cool at night.
6174,bring a glove to catch a foul ball.
6175,no. i'll just use my cap to catch a foul ball.
6176,it certainly is.
6177,you hit a white ball.
6178,and then you chase it.
6179,and then you hit it again.
6180,"finally, you put the ball into a hole in the ground."
6181,"you do this 18 times, because there are 18 holes."
6182,what's the point?
6183,how can it be fun?
6184,they pay money to play this silly game!
6185,i think golfers have a mental problem.
6186,i think they're nuts.
6187,yes. that's a good idea.
6188,where do you want to go?
6189,we can go to the river.
6190,or we can go to the lake.
6191,or we can go to the ocean.
6192,let's go to the lake.
6193,yes. the lake is only 10 miles away.
6194,we can be there in 20 minutes.
6195,i'll get our fishing rods.
6196,i'll get the bait.
6197,we'll have fresh fish for dinner!
6198,i like to hit the ball.
6199,i like to run around the bases.
6200,i like to slide into the bases.
6201,yeah. it's a lot of fun to slide.
6202,i want to be a baseball player when i grow up.
6203,me too. i want to play for the yankees.
6204,not me. i want to play for the dodgers.
6205,we have to practice every day.
6206,i don't like practice.
6207,me neither. it's boring.
6208,but practice makes perfect.
6209,that's a good idea.
6210,i bought some new shoes.
6211,are they comfortable?
6212,they're very comfortable.
6213,how much were they?
6214,they were on sale for $80.
6215,do they help you run faster?
6216,"no, but my feet don't hurt anymore."
6217,then they're worth every penny.
6218,you might want to buy a pair.
6219,i'll wait until i wear this pair out.
6220,you can say that again.
6221,but i'm worried about tiger.
6222,why is that?
6223,because he likes to scuba dive.
6224,what's wrong with that?
6225,it can be dangerous.
6226,you mean he could drown.
6227,he shouldn't scuba dive until he retires.
6228,but he dives to relax.
6229,"he might relax, but it makes me nervous."
6230,"if his wife doesn't mind, you shouldn't mind."
6231,the one that tiger won?
6232,how did he do it?
6233,it was nothing for him.
6234,he sank a 20-foot putt on the last hole to win by one stroke!
6235,he sank a 25-footer last year at the same tournament to win by one stroke.
6236,i think he is from outer space.
6237,no human could possibly play golf that well.
6238,"whenever he needs a shot to win a tournament, he makes that shot."
6239,no human can do that.
6240,somebody should check his birth record.
6241,i bet it says he was born on mars.
6242,there are so many great players.
6243,"yes, but who is the greatest?"
6244,i'd have to say babe ruth.
6245,most people would say that.
6246,he changed the game.
6247,"yes, he made the home run popular."
6248,"everybody loved him, all over the nation."
6249,he helped make the yankees the best team ever.
6250,"and ruth was a good person, too."
6251,he always visited hospitals to cheer up sick kids.
6252,there will never be another babe.
6253,"no, please tell me."
6254,someone punched out someone.
6255,that's not nice.
6256,it's worse than that.
6257,how so?
6258,two guys got into an argument.
6259,i'll bet they were drinking.
6260,a third guy punched one of the two guys.
6261,"i'll bet he was drinking, too."
6262,the victim hit his head on the concrete steps and died.
6263,that's terrible. can't people just have fun at a baseball game?
6264,is there a game tonight?
6265,"yes, it starts at 7 p.m."
6266,can we get tickets?
6267,"yes, but only the cheap tickets."
6268,how much are they?
6269,they're only $5 each.
6270,that's a good price.
6271,"yes, it's cheaper than a hot dog or a beer."
6272,where are the seats?
6273,they're behind the outfield.
6274,maybe we can catch a home run ball.
6275,what's so hard about hitting a little white ball?
6276,it's hard if you want to do it right.
6277,you mean like tiger?
6278,"no, like a good amateur golfer."
6279,what's so hard about golf?
6280,there are so many things you have to do right.
6281,like what?
6282,"like keep your left arm straight, keep your head down, and follow through."
6283,yikes! who can remember all that?
6284,you need to get a lot of lessons when you're really young.
6285,forget it. golf sounds more like work than fun.
6286,the home run hitter on drugs?
6287,he said a doctor helped him with a personal problem.
6288,he said he wasn't using drugs.
6289,he apologized to the fans.
6290,the league suspended him for 50 games.
6291,that will cost him some money.
6292,"yes, about $7 million."
6293,that will teach him a good lesson.
6294,he probably won't use drugs anymore.
6295,but it won't stop other players from using drugs.
6296,no. everyone always figures that they won't get caught.
6297,because parents don't teach their kids right from wrong.
6298,is that it?
6299,"also, there aren't enough police."
6300,but there are a lot of police.
6301,there's only one police officer per 100 criminals.
6302,can't we hire more police?
6303,no. it costs too much money.
6304,doesn't crime cost more than police?
6305,"yes, it does."
6306,so it would be cheaper to hire more police?
6307,"yes, it would."
6308,"yes, it is."
6309,people are friendly.
6310,"yes, they are."
6311,the streets and sidewalks are clean.
6312,"yes, they are."
6313,there's a real nice park nearby.
6314,"yes, there is."
6315,i feel safe here.
6316,there is no crime here.
6317,i wish i could move here.
6318,"maybe you can, if someone moves out."
6319,what happened?
6320,the man fell asleep.
6321,was he smoking?
6322,"yes, he was smoking a cigarette."
6323,did he die?
6324,"yes, he did. his cat died, too."
6325,that's too bad. what about his smoke alarm?
6326,the battery was dead.
6327,a good battery would have saved his life.
6328,"he had cigarettes, but no battery."
6329,it happens all the time.
6330,he's been in jail three times already.
6331,why did they ever let him out?
6332,it's the law. they can't keep him in jail forever.
6333,why not? everyone knows he's a firebug. he loves to start fires.
6334,i don't know. sometimes the law doesn't make sense.
6335,but his latest fire killed someone.
6336,this time they have charged him with murder.
6337,so maybe he'll go to jail forever?
6338,i sure hope so.
6339,someone should set him on fire.
6340,that would teach him a good lesson.
6341,why?
6342,because it will protect you in case of an accident.
6343,but it's uncomfortable.
6344,it's the law.
6345,it's so much trouble.
6346,it's common sense.
6347,it's so tight that it's hard for me to breathe.
6348,hold your breath till we get there.
6349,"okay, my seatbelt is on."
6350,i'm glad you don't complain very much.
6351,i'm ready for an accident.
6352,i'm going to change the light bulb. it burnt out.
6353,what are you standing on?
6354,a couple of dictionaries and some textbooks.
6355,are you crazy?
6356,what's the matter?
6357,those books will slip and you'll fall.
6358,it's only a couple of feet.
6359,"what if you fall while you're holding the light bulb, and it breaks and pieces go into your eyes?"
6360,i never thought about that.
6361,you'd be blind for the rest of your life!
6362,i'll get the stepladder.
6363,yes. i called for a clean-up.
6364,a puddle of water is very dangerous.
6365,it isn't easy to see.
6366,but it's real easy to slip on.
6367,especially on these slick floors.
6368,someone who slips could hurt their back.
6369,they could even crack their head open.
6370,we should stand here till the clean-up person gets here.
6371,we can leave if we put an orange cone here.
6372,"yes, but i don't know where the orange cones are."
6373,it doesn't matter. here he comes now with the mop.
6374,we tell our students to leave the classroom.
6375,can they take their belongings?
6376,"yes, if they do it quickly."
6377,where do the students go?
6378,they go out to the north parking lot.
6379,what do the teachers do?
6380,we take our rosters to the parking lot and take roll.
6381,why do you do that?
6382,we want to make sure all the students are out of the building.
6383,"if they are all outside, then what?"
6384,then we just wait outside for a fireman to tell us to go back in.
6385,why? we're already late.
6386,i have to check the stove.
6387,what's the matter?
6388,maybe i left the burner on.
6389,"no, you didn't. i checked the stove before we left."
6390,are you sure?
6391,of course i'm sure.
6392,"well, i have to go back upstairs anyway."
6393,it's getting later every minute.
6394,i think i left the water running.
6395,"no, you didn't. let's go! the only thing running is the clock!"
6396,what are they paying?
6397,"up to $200 for each gun, no questions asked."
6398,why are they doing this?
6399,they want to get guns off the street.
6400,who would turn in a gun for $200?
6401,that isn't a good deal?
6402,a good gun costs $400 or more.
6403,"well, if you bring your receipt, maybe they'll give you $400."
6404,i'll keep my receipt and my gun.
6405,i didn't know you had a gun.
6406,everyone in america should have a gun.
6407,i sure am.
6408,you should go to bed.
6409,i will as soon as i finish this article.
6410,what are you reading?
6411,it's about crime in los angeles.
6412,what does it say?
6413,the mayor says the crime rate is going down.
6414,then why does everyone lock their doors?
6415,i guess they haven't read this article.
6416,no one believes that the crime rate is going down.
6417,maybe the mayor is just talking about his own neighborhood.
6418,why is that?
6419,because of all the earthquakes and fires.
6420,but big earthquakes happen only once in a while.
6421,once in a while is once too many.
6422,but you're right. there are a lot of fires.
6423,a recent fire destroyed 85 homes.
6424,"still, it's safer than florida."
6425,florida doesn't have earthquakes or fires.
6426,"no, florida just has hurricanes every year from june to october."
6427,but most of those hurricanes are harmless.
6428,"excuse me. hurricane andrew destroyed 30,000 homes!"
6429,did you like it?
6430,i loved it. i want to live there.
6431,what did you like?
6432,"the island is so green, and the water is so blue."
6433,did you go swimming?
6434,i went to the beach every day.
6435,how was the weather?
6436,it was hot and sunny every day.
6437,what did you do at night?
6438,at night i went out to eat. the food was delicious.
6439,people who live in hawaii are lucky.
6440,what do you like about it?
6441,we get a free breakfast.
6442,coffee and a roll?
